UID,Subtype,Classification
HBB139LIX,H5N3,Avian
UXO727CKS,H5N1,Avian
VQM747QPL,H5N2,Avian
YAF878XCJ,H5N2,Avian
JXF612RAI,H7N3,Avian
QYI220DJT,H7N3,Avian
CRU047NYT,H7N3,Avian
SFU785TUS,H7N3,Avian
YMH780SVO,H7N3,Avian
ZMK096KMM,H7N3,Avian
JWO441VUN,H5N2,Avian
QRN813AOU,H3N2,Avian
TBT720HNV,H3N2,Avian
UQN125KNZ,H3N2,Avian
JSX804GPF,H7N3,Avian
EID289YXH,H5N2,Avian
BOD222ZCN,H7N3,Avian
YIS832FGE,H7N3,Avian
EPH266HDP,H7N3,Avian
BQN643DIQ,H10N8,Avian
LMP341LHY,H5N2,Avian
MRF120QPU,H5N8,Avian
PSC703LKB,H7N3,Avian
UJZ875JDY,H5N2,Avian
TCQ388BCD,H5N2,Avian
YZM266CTC,H5N9,Avian
OXI399TYR,H4N6,Avian
SXH015KQS,H5N2,Avian
LJS613LKB,H5N2,Avian
CTX783IRV,H5N8,Avian
YAQ356CUT,H4N6,Avian
DPW214NXK,H4N1,Avian
VBX778LGL,H4N6,Avian
AZD223WUL,H4N6,Avian
UBU975ERC,H7N3,Avian
TWM923VFV,H5N2,Avian
UJS033PIF,H5N2,Avian
JIX387PEV,H5N2,Avian
HYT131AAW,H5N2,Avian
CTG471BBJ,H5N2,Avian
GMD558QRA,H5N2,Avian
XXS948KZP,H5N2,Avian
UMO615KBD,H5N2,Avian
RUW873DIG,H5N2,Avian
LEJ889ZMS,H5N2,Avian
MVN294GQG,H5N2,Avian
WAX281LIH,H5N2,Avian
VWI955LXQ,H5N2,Avian
PUO906AGU,H5N2,Avian
GKB169GUB,H7N3,Avian
BVA729OOG,H5N2,Avian
EFP386SYR,H7N3,Avian
ZKB810LCU,H5N2,Avian
HCA265YMR,H5N2,Avian
JXL616TFA,H5N2,Avian
WII326VGC,H5N2,Avian
MQB102QTN,H5N9,Avian
HGJ225DDP,H5N2,Avian
SZZ319ZMX,H5N2,Avian
VQR201BBE,H7N7,Avian
ZQY652ZYM,H5N2,Avian
ZWC972SZI,H5N2,Avian
XOO024RLL,H5N5,Avian
ZNR488UAM,H5N2,Avian
NTY790JRN,H7N3,Avian
AGM978TXJ,H7N1,Avian
SDD331PZW,H4N5,Avian
WIY965QZQ,H5N4,Avian
WTK960UKC,H5N1,Avian
DHA039CXP,H5N9,Avian
EWO712YGT,H5N2,Avian
ROB398LIJ,H7N3,Avian
DEJ785WWS,H7N3,Avian
JFM541MSD,H5N2,Avian
UNB099JPP,H5N2,Avian
IEI175MEG,H7N3,Avian
GFQ677YEH,H10N7,Avian
LBE486PZU,H4N6,Avian
RGY484NSQ,H4N2,Avian
ROP641XBN,H4N2,Avian
REC817KNC,H5N2,Avian
XXY983IMB,H3N2,Hominidae
ZFN938KTJ,H7N7,Avian
RWT187LVF,H3N8,Avian
KLC066VUJ,H7N8,Avian
XPH263GWV,H7N3,Avian
CTL867TNT,H7N4,Avian
IXY544NBH,H7N7,Avian
LXI051AVS,H7N7,Avian
HZM354TLC,H2N7,Avian
XFT874GUQ,H4N6,Avian
VUC648LTP,H4N6,Avian
IDO603BLP,H2N3,Avian
UOY502JRA,H5N1,Avian
GVG688KAC,H5N2,Avian
SKI444ZMA,H6N8,Avian
TYA030WUV,H7N4,Avian
BSG963TEB,H5N1,Avian
UFM341VEW,H4N6,Avian
KPX975OFS,H5N2,Avian
KWQ223JMK,H5N2,Avian
OEQ293HHE,H5N2,Avian
XXS772GAG,H5N2,Avian
STA444AHE,H5N2,Avian
KAZ005OJJ,H5N2,Avian
RTZ733KKB,H5N2,Avian
IOZ719NRA,H5N2,Avian
GZD764DIE,H7N8,Avian
LAG515TZD,H7N3,Avian
FFV872JNS,H7N3,Avian
PQY155ZHR,H7N3,Avian
NGX881WLY,H5N1,Avian
MYR157ZLO,H4N2,Avian
GKA330LWG,H5N1,Avian
JVN709ZEI,H5N2,Avian
RVP743DHP,H1N1,Suidae
TXQ782MGT,H5N3,Avian
ROE166PMG,H5N4,Avian
XPF101DCZ,H3N2,Avian
RBA374OYY,H1N1,Suidae
GXZ844GAM,H5N3,Avian
BMG948YZY,H6N2,Avian
UVY750TVD,H4N6,Avian
QZM898QIB,H7N7,Avian
WWU948WXA,H5N2,Avian
YNO245AIM,H5N2,Avian
LGL441FAH,H5N3,Avian
QOK840ICD,H5N9,Avian
FUQ733HAQ,H5N2,Avian
PBJ821GVQ,H5N9,Avian
ZFL043RIC,H5N3,Avian
BPL881XZA,H5N3,Avian
SQG598RCC,H2N9,Avian
ZTW035NLG,H4N6,Avian
NBN242BCZ,H4N6,Avian
JZF863DEQ,H4N6,Avian
QGW932YBR,H5N2,Avian
UIV447GVM,H4N6,Avian
OBV673RRK,H5N9,Avian
KQM768TPU,H8N4,Avian
UBQ898JGC,H4N6,Avian
GHN166OJF,H4N6,Avian
MJK527BAK,H4N6,Avian
BCB989SIB,H4N6,Avian
EUH191KLA,H4N2,Avian
TTH671HZE,H4N6,Avian
TVU357KTK,H4N6,Avian
MED553ZED,H5N2,Avian
EWV311CVX,H5N2,Avian
CKW159FKC,H11N9,Avian
BMA147ZJR,H4N6,Avian
ODZ914LFP,H4N2,Avian
DOK418LZB,H1N1,Avian
XAY663BHH,H7N1,Avian
GOY480GKS,H7N4,Avian
CJJ445TDI,H7N3,Avian
RAO856BKG,H7N3,Avian
YME735UJT,H5N2,Avian
WCE683YBE,H5N2,Avian
CMW536YWI,H5N1,Avian
KRJ976YET,H5N2,Avian
BSZ739JSF,H7N4,Avian
IAT630RIO,H7N3,Avian
XGK020GMJ,H5N2,Avian
FFH908RLN,H5N2,Avian
CPD946BMT,H5N2,Avian
JFS988TDU,H5N1,Avian
BBP363OSB,H7N3,Avian
QLB938GII,H5N2,Avian
AVM792PWG,H5N2,Avian
BIX739IZM,H5N2,Avian
WMJ528PDQ,H5N2,Avian
TFB015TGO,H5N2,Avian
XQF898ANR,H4N6,Avian
NMG153OCJ,H9N2,Avian
SQS966IZI,H10N5,Avian
KZR580CMT,H1N9,Avian
GQO611LHI,H9N2,Avian
OFB961XAP,H6N2,Avian
QEU544JLD,H6N2,Avian
URY280PCV,H6N6,Avian
KFM281OAX,H4N6,Avian
GHS944ZPS,H4N6,Avian
LAF277NPE,H5N1,Avian
KAU636EAC,H5N1,Avian
SSO621NMN,H7N3,Avian
SDF373OIR,H7N3,Avian
AKO595HLO,H7N3,Avian
YGS105GCL,H5N2,Avian
AOA686GCR,H5N2,Avian
TFL147WOY,H5N9,Avian
VSA594MEZ,H7N3,Avian
PON185EYS,H3N8,Avian
PSZ182JZW,H7N3,Avian
QMN828KBO,H5N2,Avian
EAV232CBQ,H5N2,Avian
DAN360OTG,H5N2,Avian
YEE843AOC,H5N2,Avian
TQQ213FAX,H5N2,Avian
PVP942QMK,H7N3,Avian
JQW652FIG,H5N3,Avian
XGF844ARZ,H7N3,Avian
VTF091FSN,H12N5,Avian
ERR545HLP,H7N3,Avian
GNA356PGV,H7N3,Avian
JZM813NCB,H7N3,Avian
IEP219KCI,H7N3,Avian
GIY429GRH,H7N3,Avian
PXU146ICC,H7N3,Avian
LTN091PCL,H7N3,Avian
QEM705GVX,H10N7,Avian
GDP588UGW,H10N7,Avian
DRU603HWC,H10N7,Avian
SCI308PLY,H5N2,Avian
HCS848SYF,H5N2,Avian
IOR968SCR,H5N2,Avian
SOZ465RWS,H5N2,Avian
JGC969TLY,H7N1,Avian
ATR637IRU,H7N3,Avian
DJH358WLG,H7N6,Avian
BUA412EBJ,H5N2,Avian
JPO261VFU,H4N3,Avian
PVE315ACR,H7N6,Avian
OFI235WWB,H7N3,Avian
OYT446SKE,H5N2,Avian
BFC905MZC,H4N4,Avian
VSV794COL,H7N7,Avian
LOX002DXV,H5N3,Avian
WAP386HRJ,H5N2,Avian
AFF316LXD,H7N3,Avian
XMA080PIN,H7N3,Avian
NRK714AUM,H7N3,Avian
SYN652IOB,H8N4,Avian
OHL119VQM,H7N3,Avian
RDT134PHA,H7N7,Avian
DLJ692DIZ,H7N3,Avian
HFU219AZI,H5N1,Avian
UOD229IQG,H5N2,Avian
CCP260DBT,H7N7,Avian
SMS571LRM,H7N7,Avian
QXT569RVV,H7N7,Avian
GAU959OCZ,H7N6,Avian
MKF605LRG,H7N3,Avian
CRS340KTW,H7N3,Avian
EWO783SXH,H7N3,Avian
ABO850VOD,H7N3,Avian
PXF409SSH,H7N3,Avian
XBH281QZI,H7N3,Avian
RLS367LNG,H9N2,Avian
UTU443EKU,H6N5,Avian
FEB429MQH,H5N2,Avian
EIR176EVK,H5N2,Avian
VWU976VVW,H5N2,Avian
ZRQ516XWY,H6N8,Avian
NFS496TBA,H5N2,Avian
PDC881FFH,H9N2,Avian
WVB255ZNE,H5N2,Avian
KOY047FGV,H9N2,Avian
SPV948WWJ,H9N2,Avian
WLM715JGC,H9N2,Avian
HWP275CZM,H9N2,Avian
TUN203KEG,H4N2,Avian
TSP579HVF,H3N6,Avian
LZP969FCZ,H5N8,Avian
PUM281UIK,H9N2,Avian
LHA207BZW,H9N2,Avian
WKG519OPT,H9N2,Avian
OZE093GWA,H7N3,Avian
KRY949VXQ,H7N3,Avian
THS604DAS,H9N2,Avian
OYL638NFF,H9N2,Avian
AMD373PQA,H9N2,Avian
DCC600OLZ,H9N2,Avian
HMM960MNM,H9N2,Avian
FRX303HPX,H5N1,Avian
PDR849DMQ,H9N2,Avian
FSG294EKL,H9N2,Avian
NUV575DPW,H9N2,Avian
GAO930ZTT,H9N2,Avian
TKG594QBI,H9N2,Avian
DYX904PYO,H9N2,Avian
SIQ692OQG,H5N2,Avian
DIV126DAP,H5N2,Avian
QEZ736UIP,H9N2,Avian
QHK347XXU,H9N2,Avian
YHZ094NJX,H4N2,Avian
FUR084VOS,H5N1,Avian
OWK649MSM,H9N2,Avian
EAG116FZH,H9N2,Avian
DIJ329EJG,H10N8,Avian
FZF711IJN,H3N2,Avian
JNE878XVF,H9N2,Avian
QHM839JFO,H7N7,Avian
JGM685OZV,H3N6,Avian
BNY684IMU,H5N2,Avian
CPT499MWS,H4N8,Avian
FXA793UVS,H3N8,Avian
ONF428OYH,H5N1,Avian
YZB348OZH,H7N9,Avian
NHN552RCD,H7N3,Avian
JVZ287RTG,H13N6,Avian
LHM869TGV,H9N2,Avian
QVQ164FDH,H13N6,Avian
WDL591TEK,H7N1,Avian
NFR955PEM,H3N8,Avian
ZRZ231WIU,H4N6,Avian
IOK780IDE,H4N3,Avian
KMZ309EAX,H7N7,Avian
INR912QWR,H5N1,Avian
WVE856QRB,H9N6,Avian
OJM471WEV,H9N6,Avian
HSU040DWG,H5N2,Avian
VGG667QGY,H5N9,Avian
VTK850LQY,H2N3,Avian
OTH382CGR,H6N2,Avian
OZT823GQO,H7N9,Avian
BZP297TCY,H9N7,Avian
OKE748VKE,H11N4,Avian
LLE659ZRL,H5N1,Avian
JRL098QAM,H5N2,Avian
XYJ118KBS,H1N1,Suidae
NXL890WIL,H11N9,Avian
OWJ657SOC,H6N8,Avian
ZXY061WEM,H5N1,Avian
BDH316OBY,H11N2,Avian
JFL316TCH,H5N2,Avian
CUB024AWK,H7N3,Avian
FZV110ZDB,H9N5,Avian
YET380FCV,H5N2,Avian
ZJA384NYM,H10N7,Avian
LKW341DMZ,H5N1,Avian
PRS633ALI,H11N9,Avian
HYZ313JZQ,H5N7,Avian
UHM334RXS,H1N1,Suidae
NZL616QNH,H3N6,Avian
LVH292BJD,H10N7,Avian
KFU605HRS,H5N2,Avian
AEW001JYZ,H5N1,Avian
PKP406ESE,H5N1,Avian
WZF131TCQ,H11N9,Avian
ASV593OIH,H11N9,Avian
XVA915HBS,H7N7,Avian
XWJ525VGF,H7N3,Avian
GYS907SYP,H4N6,Avian
EWO680UPX,H1N5,Avian
QWO272DPS,H4N6,Avian
PWG788TXP,H4N6,Avian
GGD353UEB,H7N3,Avian
UCO457ELZ,H7N3,Avian
TLA971TQL,H11N9,Avian
YNS643DLY,H3N1,Avian
LAD950RLG,H11N2,Avian
LVF820MFD,H10N8,Avian
ALZ021IZL,H5N7,Avian
XGZ818CHF,H10N9,Avian
KWS399VRN,H5N7,Avian
RDK244TWA,H10N7,Avian
VCH969AMB,H7N3,Avian
RQL983KIC,H11N8,Avian
PBS364WLO,H9N7,Avian
MSW026DZQ,H5N2,Avian
JMH423LUR,H7N3,Avian
ZBF837DJM,H16N3,Avian
UQI982YZN,H13N9,Avian
MRC427SMS,H5N1,Avian
JVA853UFY,H9N2,Avian
OKF656JTH,H9N2,Avian
UNJ966XSC,H5N1,Avian
NQC513NMS,H9N2,Avian
INL985FRG,H9N2,Avian
YXL708HHN,H4N8,Avian
OHI806ZQN,H5N2,Avian
NIN308NTV,H9N2,Avian
DOA726LDM,H5N2,Avian
RQA417FGL,H6N2,Avian
RVN332ROP,H5N8,Avian
RIA635TPY,H5N3,Avian
BVX002UKI,H4N6,Avian
EDH085IED,H7N7,Avian
WZL868CRZ,H5N2,Avian
CGV916XVW,H5N1,Avian
MBN015URC,H5N3,Avian
NLW578XFB,H5N2,Avian
NEJ871PCC,H2N5,Avian
HBT006AJJ,H5N3,Avian
KXL305TUQ,H1N9,Avian
SCH663IMR,H9N2,Avian
EOJ108EWO,H5N1,Avian
CQS425BCL,H5N2,Avian
XDW153UXL,H5N2,Avian
GUP331SVL,H5N6,Avian
ICL726VIW,H5N2,Avian
VIV578ION,H5N8,Avian
LOX265NQD,H3N2,Avian
GPK988OMN,H5N2,Avian
BUF192GSI,H7N3,Avian
CER195UUQ,H3N2,Avian
ZQE554GCU,H5N2,Avian
SDD209WFS,H5N1,Avian
KTM823PRI,H1N2,Avian
WSS769FHV,H6N1,Avian
VAO240MWS,H1N1,Avian
ISM055SWS,H1N1,Avian
LSY039AUC,H7N8,Avian
CNE531ROK,H7N8,Avian
WWN827QSH,H7N8,Avian
ZWR528CRJ,H7N8,Avian
TPK816RQH,H1N1,Suidae
WJQ923KJS,H5N2,Avian
ARY306AYT,H7N1,Avian
KZE799FMV,H5N2,Avian
CQK795QPP,H5N2,Avian
ASJ664CYB,H7N3,Avian
LKJ010PDE,H1N1,Avian
ZUP168FCL,H6N2,Avian
IHC682ADK,H7N9,Avian
PAA269YSH,H7N3,Avian
JCI218LVW,H7N9,Avian
KCR021KPH,H7N9,Avian
OXR962BPE,H7N9,Avian
YAW320JQK,H5N2,Avian
UCX931YXT,H5N2,Avian
WUY518BDK,H5N2,Avian
WXM958SJU,H5N2,Avian
CTT175EMP,H5N2,Avian
BHW597RWE,H5N2,Avian
NKD045ZMW,H5N1,Avian
XCQ094GAV,H5N2,Avian
BMW143AUY,H5N2,Avian
OJV510ZON,H5N2,Avian
ZQT206JKE,H8N4,Avian
FWM697QJU,H5N9,Avian
ZDS756TUR,H5N1,Avian
ELQ398IYP,H9N2,Avian
EFR200PXD,H5N2,Avian
NNO849WVN,H9N2,Avian
MSN155ZET,H5N9,Avian
PXT959JHW,H9N2,Avian
RCD063UWD,H4N6,Avian
FNU650CAS,H5N2,Avian
LOU011SPB,H5N2,Avian
HNI411HMO,H5N2,Avian
CBT187DQJ,H5N2,Avian
JRG911OFC,H15N9,Avian
OVJ967VCX,H5N3,Avian
TQZ715AYX,H5N2,Avian
GBK397COR,H3N2,Suidae
NGK740PDT,H7N3,Avian
AFR089VKV,H6N8,Avian
XEU433MEA,H5N2,Avian
FQD543FXX,H5N2,Avian
VMW637EUB,H11N9,Avian
UQC813MRC,H9N2,Avian
SFC860OBH,H9N2,Avian
CNU749SGL,H5N9,Avian
UTI208EIT,H9N2,Avian
TIM986PGG,H9N2,Avian
UBV360OSV,H7N9,Avian
QIU294LQA,H5N2,Avian
TZS486NFA,H5N2,Avian
NKW156TGT,H4N6,Avian
NJC967LMI,H4N6,Avian
XPP292LBI,H5N2,Avian
YDN471HRY,H5N2,Avian
NRX537KML,H5N3,Avian
OGT296HPP,H4N6,Avian
FKL852KGU,H5N1,Avian
QQJ609KEV,H4N6,Avian
LOV909CPQ,H4N6,Avian
MNJ500IPL,H5N1,Avian
MHW211OFQ,H9N2,Avian
EBA000IGL,H5N1,Avian
PBE734YYP,H5N1,Avian
CEB725GHH,H6N2,Avian
XUD534EDP,H6N6,Avian
GAL796QLQ,H6N2,Avian
QCF155BAC,H6N2,Avian
CKR857VIS,H4N6,Avian
WEQ866FRH,H4N6,Avian
DDE649HVG,H9N2,Avian
FCW268LZX,H5N1,Avian
TNO124CMG,H1N1,Suidae
JAT919OQW,H1N2,Suidae
EHV127BZI,H4N6,Avian
EQE567MAS,H5N3,Avian
XXF760JTT,H3N8,Avian
XJS493MUW,H10N1,Avian
COG955UPT,H5N1,Avian
CAN067RCS,H5N3,Avian
JHV777DMT,H5N8,Avian
PFC741AZO,H4N8,Avian
QAK107GXC,H3N8,Avian
SAJ426RIO,H13N9,Avian
NUC449FVB,H3N8,Canidae
BHI882BVL,H3N8,Canidae
HMW630UJH,H3N2,Canidae
JZJ174PLB,H3N2,Canidae
QOQ628GBT,H7N3,Avian
WJB547ZOV,H7N7,Equidae
YJH871VCR,H4N6,Avian
HVS615GOR,H3N8,Equidae
KOI765MSE,H3N8,Equidae
HAJ224GMS,H7N7,Equidae
FIT131MCS,H7N9,Avian
ATB639FJH,H3N8,Equidae
VLU171ZDE,H3N2,Hominidae
SVR403BBZ,H3N2,Hominidae
HUD654VLP,H3N2,Hominidae
AXL037OFV,H3N2,Avian
EIF700JPW,H3N2,Hominidae
WSL112SDN,H1N1,Hominidae
UXG050VVH,H3N2,Hominidae
ZQA512CIS,H1N1,Hominidae
GNP344ZOT,H3N2,Hominidae
YHD103UCF,H3N2,Hominidae
CBD765IFX,H3N2,Hominidae
DVW787MLS,H3N2,Hominidae
BMC663WVN,H3N2,Hominidae
ZTB002SBQ,H3N2,Hominidae
MYE350TGK,H1N1,Hominidae
NVY275RTH,H1N1,Hominidae
YBN440QRI,H3N2,Hominidae
XGU039FLJ,H3N2,Hominidae
NTX822OBZ,H1N1,Hominidae
OPH605FOM,H1N1,Hominidae
HKA475AXZ,H1N1,Hominidae
NTG725UQL,H1N1,Hominidae
QZE814VJM,H1N1,Hominidae
MMA179IPH,H3N2,Hominidae
KAH290UIV,H1N1,Hominidae
TTS718YPN,H1N1,Hominidae
WNY358HGH,H2N2,Hominidae
YKX666NYN,H1N2,Hominidae
DVS900SXM,H3N2,Hominidae
FEY834PAO,H3N2,Hominidae
NCY243FZT,H3N2,Hominidae
LHP754NLR,H3N2,Hominidae
EWB959XBD,H3N2,Hominidae
VPB979VND,H3N2,Hominidae
VGN524CIY,H3N2,Hominidae
GQU861ZVP,H1N1,Hominidae
XHL997CTS,H3N2,Hominidae
ASX342QQO,H3N2,Hominidae
FRS180AOJ,H3N2,Hominidae
FVX391EJI,H3N2,Hominidae
WPG224KAQ,H1N1,Hominidae
AUV579QNM,H3N2,Hominidae
HSV267QGV,H3N2,Hominidae
EGY332HFT,H3N2,Hominidae
OKK247VFQ,H3N2,Hominidae
AYB487XMB,H3N2,Hominidae
RQM111KJK,H3N2,Hominidae
ELR345XOM,H3N2,Hominidae
EZF572NTY,H3N2,Hominidae
TMB999AUN,H3N2,Hominidae
PRM810IGI,H3N2,Hominidae
EDL478ZXB,H3N2,Hominidae
OUZ706RIB,H3N2,Hominidae
COX412MMV,H1N1,Hominidae
CDZ418BCB,H3N2,Hominidae
NUS008TZI,H1N1,Hominidae
BLF171JPU,H1N1,Hominidae
LHE696CEU,H2N2,Hominidae
PCW407OXU,H3N2,Hominidae
OSX540HMC,H3N2,Hominidae
XVV731MWU,H3N2,Hominidae
FOL886FQK,H3N2,Hominidae
TRF631MLE,H3N2,Hominidae
YBY990EIU,H3N2,Hominidae
WSK825WOR,H3N2,Hominidae
IYV482BLW,H3N2,Hominidae
NYB598EEZ,H3N2,Hominidae
GJU328YRG,H3N2,Hominidae
RGK464HXL,H1N1,Hominidae
NBU159FBG,H3N2,Hominidae
CJU221WUV,H3N2,Hominidae
CWI342CJY,H3N2,Hominidae
QOF220WZR,H3N2,Hominidae
GQB400PBD,H3N2,Hominidae
CXE661KJA,H3N2,Hominidae
PQA970RMB,H3N2,Hominidae
WOL498RAX,H3N2,Hominidae
FMZ465LZA,H1N1,Hominidae
UOK953KWL,H3N2,Hominidae
SGJ360PKA,H1N1,Hominidae
YIL177JZP,H1N1,Hominidae
COT741VVQ,H1N1,Hominidae
CFM213BFU,H1N1,Hominidae
HRZ884BMP,H1N1,Hominidae
PXB260WDF,H3N2,Hominidae
SLQ286KJC,H1N1,Hominidae
BTH028NFB,H3N2,Hominidae
IIB916SYE,H3N2,Hominidae
CEB420VFL,H1N1,Hominidae
YCB945SGZ,H1N1,Hominidae
SHC894UFN,H3N2,Hominidae
ZXR946REM,H3N2,Hominidae
SGO641QPC,H3N2,Hominidae
AUL568RLE,H3N2,Hominidae
GYJ424YOY,H3N2,Hominidae
VLB068LRW,H3N2,Hominidae
FOC181HAV,H3N2,Hominidae
TZX749JSX,H3N2,Hominidae
VVK047PLV,H3N2,Hominidae
QJL959ZWN,H3N2,Hominidae
HUM099ZZZ,H3N2,Hominidae
CQL407NFW,H3N2,Hominidae
ERU101VJH,H3N2,Hominidae
LBW754WBY,H3N2,Hominidae
KZT247URF,H3N2,Hominidae
PUB128EJF,H3N2,Hominidae
XCW717GSD,H2N2,Hominidae
ZIM486EJO,H3N2,Hominidae
FZR865HQU,H3N2,Hominidae
FMT977XYV,H1N1,Hominidae
YHI767TSR,H1N1,Hominidae
XBC781GEZ,H1N1,Hominidae
BDE484GQB,H1N1,Hominidae
KXX777PPU,H1N1,Hominidae
PYW386ZRS,H1N1,Hominidae
PYN061PMA,H1N1,Hominidae
OPN364QRA,H1N1,Hominidae
RSE963DDA,H1N1,Hominidae
GZN864ZDO,H3N2,Hominidae
OSD343XYS,H1N1,Hominidae
AWL150PTI,H3N2,Hominidae
TKC504SFU,H1N1,Hominidae
WMJ828RBE,H3N2,Hominidae
WKS012XOL,H3N2,Hominidae
UGG650KXR,H1N2,Hominidae
GJN590AKF,H1N2,Suidae
RIC924LWY,H1N1,Hominidae
YNR159TTC,H1N1,Hominidae
XVB037VGO,H1N1,Hominidae
GNU041DBA,H3N2,Hominidae
CPI740QGY,H3N2,Hominidae
FRN721VEO,H3N2,Hominidae
ZSC128RPY,H3N2,Hominidae
NPW229RSS,H1N1,Hominidae
ZSC072NEV,H1N1,Hominidae
PRC572AIV,H3N2,Hominidae
SEN973YND,H3N2,Hominidae
PSL054IAH,H3N2,Hominidae
AOP307QAP,H1N1,Hominidae
EBF034KOL,H1N1,Hominidae
FCA396VKR,H1N1,Hominidae
EDT577ZDX,H1N1,Hominidae
UXF064SIY,H1N1,Hominidae
LXT018CNB,H1N1,Hominidae
USQ337SWU,H1N1,Hominidae
MFE391PEI,H1N1,Hominidae
MCO841USR,H3N2,Hominidae
EFA225MLM,H1N1,Hominidae
RLY845GSJ,H3N2,Hominidae
OEM193YHY,H3N2,Hominidae
VZZ901WLN,H1N1,Hominidae
ZOX102ZSI,H1N1,Hominidae
IJT605RXT,H1N1,Hominidae
FLJ001IJJ,H1N1,Hominidae
NCV713PPU,H1N1,Hominidae
XNX558VXO,H3N2,Hominidae
IPW441AVG,H1N1,Hominidae
NLG115XAU,H1N1,Hominidae
MZN359WLL,H3N2,Hominidae
BYH637ZCT,H3N2,Hominidae
LKU960UMH,H1N1,Hominidae
YRT750CRD,H1N1,Hominidae
TQI388TML,H1N1,Hominidae
UEL867IXA,H1N1,Hominidae
AKB552IFE,H1N1,Hominidae
DBF242DWL,H3N2,Hominidae
DCN321RFF,H1N1,Hominidae
AQD044XWR,H1N1,Hominidae
LRK423KIX,H1N1,Hominidae
AKV138QUN,H1N1,Hominidae
RDK039TJY,H1N1,Hominidae
TZG580MAW,H1N1,Hominidae
MTA058SLM,H1N1,Hominidae
UAG153YTU,H1N1,Hominidae
ZTR338KPU,H1N1,Hominidae
WQT277ADS,H1N1,Hominidae
YUQ192FKG,H1N1,Hominidae
OUZ998OQI,H3N2,Hominidae
GTQ262EMM,H1N1,Hominidae
MOS072XRH,H3N2,Hominidae
SJX596QUA,H3N2,Hominidae
ZUZ186QSZ,H3N2,Hominidae
LAU405OPW,H3N2,Hominidae
YWO281YOJ,H3N2,Hominidae
BHA368WKL,H1N1,Hominidae
EQL483RQF,H3N2,Hominidae
REM884ZDV,H3N2,Hominidae
BPT211XWL,H3N2,Hominidae
LAO016IPH,H1N1,Hominidae
FCP367TTK,H1N1,Hominidae
JKR141LES,H3N2,Hominidae
EZG160ENT,H3N2,Hominidae
HXZ746DBC,H1N1,Hominidae
WQB225ALY,H3N2,Hominidae
IUG635RKY,H4N6,Avian
RLX534KDN,H1N1,Hominidae
RDA955LFL,H1N1,Hominidae
CAD216BKL,H1N1,Hominidae
XQL284KUX,H3N2,Hominidae
XHN421PSW,H3N2,Hominidae
HHP713PXR,H3N2,Hominidae
NVQ412OXY,H3N2,Hominidae
OLK181YHP,H3N2,Hominidae
NZD467SQK,H1N1,Hominidae
RYI209IRH,H3N2,Hominidae
HQK317FQD,H1N1,Hominidae
YCH814HID,H1N1,Hominidae
QRK481DPV,H18N11,Phyllostomidae
SWQ956AWX,H17N10,Phyllostomidae
JXI768GOQ,H1N1,Suidae
MXQ621ETX,H1N1,Suidae
VND017LFH,H1N1,Suidae
CLT107DAO,H1N1,Suidae
YPF381SQK,H3N2,Suidae
EQY799DUS,H3N2,Suidae
PQI205WEF,H1N1,Suidae
VOD696ULP,H1N2,Suidae
ROG948JJZ,H3N2,Suidae
OZH642YOR,H3N2,Suidae
YPD508ULY,H3N2,Suidae
LMD110OUJ,H3N2,Suidae
TAT630FYH,H3N2,Suidae
KPK814BFE,H1N1,Suidae
EBL474SYC,H1N2,Suidae
JOK059HUP,H3N2,Suidae
FTG529XBU,H3N2,Suidae
XYH273KRX,H3N2,Suidae
HFG987IHC,H3N2,Suidae
RUY132LMK,H3N2,Suidae
IXU667JWY,H1N2,Suidae
BKB165RWD,H3N2,Suidae
JMZ920YAG,H3N2,Suidae
ATS725JQK,H1N1,Suidae
DJT358HRR,H1N2,Suidae
BPV492ODY,H1N2,Suidae
PDZ909VAA,H1N1,Suidae
AWT954RTL,H1N1,Suidae
IVL692HII,H1N1,Suidae
CQQ420ZXS,H1N1,Suidae
MLL895LYF,H3N2,Suidae
LRO807EHQ,H1N1,Suidae
VPT370CAF,H1N1,Suidae
BAN474WPV,H1N1,Suidae
JUQ948ETE,H1N1,Suidae
CZR068NMU,H1N1,Suidae
IAF201RVZ,H1N2,Suidae
VYR774QIF,H1N1,Suidae
WSL105EGM,H1N1,Suidae
ZQY419BLU,H1N1,Suidae
MIO619UTO,H3N2,Suidae
WEU506EKT,H1N2,Suidae
NCA219XEU,H3N2,Suidae
COU559UKB,H1N1,Suidae
LHF115OHL,H4N2,Avian
TAE790PBR,H1N2,Suidae
PGT117PFN,H1N1,Suidae
ZVA445GAI,H3N8,Suidae
ZXZ333LVG,H1N1,Suidae
JJF037MDG,H1N2,Suidae
WDM937SLQ,H1N2,Suidae
VRT420WNK,H1N1,Suidae
BDC123CIR,H1N2,Suidae
AON571XWE,H1N1,Suidae
HAM209DXU,H1N1,Suidae
MBQ697IHA,H1N1,Suidae
XWE063JGG,H1N2,Suidae
TCI548MPU,H1N2,Suidae
HUP267RCF,H1N1,Suidae
NHY606PXK,H1N1,Suidae
WFT560ONB,H1N2,Suidae
LNP059RGS,H1N2,Suidae
SGX032FOK,H1N2,Suidae
OCU911HDP,H1N2,Suidae
AQB793HVY,H1N2,Suidae
BHH641EWW,H3N2,Suidae
CYX950RHR,H1N1,Suidae
BYB527XCU,H1N2,Suidae
